"asc_continue","b_expected_los_continue","b_clinical_situation_continue","b_age_continue","b_frailty_continue","b_life_expectancy_continue","b_suffering_continue","b_disability_cardiovascular_continue","b_disability_pulmonary_continue","b_disability_renal_continue","b_disability_neurological_continue","b_disability_gastrointestinal_continue","b_family_values_continue","asc_timelimited","b_expected_los_timelimited","b_clinical_situation_timelimited","b_age_timelimited","b_frailty_timelimited","b_life_expectancy_timelimited","b_suffering_timelimited","b_disability_cardiovascular_timelimited","b_disability_pulmonary_timelimited","b_disability_renal_timelimited","b_disability_neurological_timelimited","b_disability_gastrointestinal_timelimited","b_family_values_timelimited","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-521.840837117352
-0.0423834533949856,-0.0325658624616087,-0.127773819585341,-0.109999832290905,-0.0287693348920221,0.081378623870311,0.0194427644483787,-0.046193272724557,-0.10593828545694,-0.098017259726579,-0.0654714564522324,0.00379426916997691,-0.349480526887456,-0.0148883653967626,-0.0236921060300543,-0.070647534374526,-0.0205064127641961,-0.00235034126149938,-0.00822150898571126,-0.0261577918657224,0.00628362239199105,0.00518748334622249,0.00934021023622828,0.00539865055293144,-0.0214961086992836,-0.0770658311003254,-475.89853736413
0.10870514577836,-0.0579924164470246,-0.191358583337833,-0.439520098300608,-0.0202599809489176,0.494069951648207,0.259875142624924,-0.0959931503880886,-0.32014149092489,-0.173970171797516,-0.0821274718699901,0.20094689730832,-1.19513337023107,0.000214997530485643,-0.0116498127766133,-0.317773845612014,-0.151294894078861,0.0366243570788923,0.125572268055494,0.0271476842447087,0.0283614814474754,0.00853021247362523,0.0651863417507963,0.0372626444727988,0.013285717341496,-0.428337625323526,-426.002125915533
0.392088905161973,-0.10724802078863,-0.30026271040362,-0.71819365570458,-0.000691189488502882,0.920447811286103,0.3957175670375,-0.116826300950161,-0.375643306948577,-0.221351220942406,-0.0629553790564145,0.280462968769909,-1.6921185962163,0.043673142968384,-0.0516669752568377,-0.504688312034339,-0.36362800785966,0.092375278936071,0.400825941682466,0.111529663696183,0.0567855329688207,-0.0140905730815662,0.135401864242202,0.0934585004853714,0.0976709011681107,-0.819913243087962,-402.71132777609
1.22406467227234,-0.212622391999613,-0.147084126121086,-1.00246627724263,-0.0874180742488739,1.08747570066128,0.285560548436042,-0.206696715051514,-0.518853367674956,-0.185019729658508,-0.0271130612682273,0.118233489245117,-2.12574565250167,0.101534930616046,-0.0980706595275603,-0.594504087605713,-0.52488009605587,0.108079284150116,0.579426065436105,0.196191705696251,0.0336935277678769,-0.00541139323186328,0.228339027732976,0.170752152557501,0.089131661666719,-0.889826895604974,-394.473980924953
3.46639446218653,-0.245023283915331,0.0214817260700582,-1.30301903265361,-0.425211655969921,0.891353213979742,-0.187570354581377,-0.479315959555206,-0.854048733579075,-0.236048070766866,-0.243484618393642,-0.191508792032791,-2.23164675421359,0.656058963808195,-0.0876065513684056,-0.545763894294772,-0.63701932553578,0.0793783796611857,0.600726863767221,0.0726162703596577,0.00515427183592309,-0.105481069268545,0.175930209902767,0.131763637521917,0.00984082623832577,-1.04352855058649,-388.615207332465
5.36416825729989,-0.189982641576918,0.702498019445014,-1.47962027824362,-0.668083940935149,0.590374806250682,-0.604501947419165,-0.619075317594428,-1.25514856010814,-0.343995854026498,-0.389664922363268,-0.574860871874367,-2.84606924139016,1.71791054799312,-0.1085071354891,-0.301117699457601,-0.738136637255171,-0.0540206984632773,0.513723058093719,-0.172941021702158,-0.0697724356158271,-0.228551665422315,0.0620418144152858,-0.0210314340065628,-0.145897811535079,-1.31810562786977,-385.566092260196
6.96903144206309,-0.363658764726314,0.853326786346292,-1.64913718499652,-0.913732626260811,0.550149902467006,-1.018545855396,-0.759179788714655,-1.3582458403458,-0.51353711457145,-0.630104854267883,-0.753889285792399,-3.00572883059287,3.15010347076681,-0.164988308457693,0.0145636508882027,-0.871116621426891,-0.242047205237697,0.388694824429069,-0.48419187386827,-0.173703320839508,-0.393513034338994,-0.0919336984022695,-0.209401333719933,-0.389650352349079,-1.66340869217137,-383.853055004347
8.06323597239615,-0.271128973973926,1.12302897251841,-1.76156371205642,-1.0953593533412,0.362436902145561,-1.21507504372802,-0.832025833162141,-1.54096146731761,-0.586032033437986,-0.742796777425566,-1.02463844122172,-3.19329591401693,3.84562693842761,-0.190053229948274,0.158244214775242,-0.925031332077265,-0.343577381154005,0.336718203608775,-0.681238125825694,-0.194536497676258,-0.48738989756458,-0.183051399566847,-0.308673247452316,-0.491324858842832,-1.88633264645711,-383.618632464157
7.86457722494621,-0.329171242422291,1.07219985151664,-1.7376769633346,-1.04384329745654,0.419515746259906,-1.19931124213702,-0.799755236965659,-1.49546329204269,-0.594879803205332,-0.759454740023465,-0.92984243760734,-3.21450757500132,3.80380451971509,-0.18666526208638,0.145805461484291,-0.923912068083541,-0.33647821209192,0.351100459652455,-0.668064324269905,-0.191759787407369,-0.481610696633827,-0.178544118524137,-0.304562409959487,-0.47736439360324,-1.88500690866718,-383.56554812755
