"asc_continue","b_expected_los_continue","b_clinical_situation_continue","b_age_continue","b_frailty_continue","b_life_expectancy_continue","b_suffering_continue","b_disability_cardiovascular_continue","b_disability_pulmonary_continue","b_disability_renal_continue","b_disability_neurological_continue","b_disability_gastrointestinal_continue","b_family_values_continue","asc_timelimited","b_expected_los_timelimited","b_clinical_situation_timelimited","b_age_timelimited","b_frailty_timelimited","b_life_expectancy_timelimited","b_suffering_timelimited","b_disability_cardiovascular_timelimited","b_disability_pulmonary_timelimited","b_disability_renal_timelimited","b_disability_neurological_timelimited","b_disability_gastrointestinal_timelimited","b_family_values_timelimited","logLike"
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-466.910222683946
-0.0753639280955332,-0.00220553563914559,-0.0963465526827093,-0.112290606127802,-0.0481148335387391,0.0478152112578919,-0.0568757615989088,-0.0564851397097699,-0.0875870955555399,-0.0816580712350277,-0.0760732652103762,-0.00415052380653045,-0.340846736832044,-0.00417444412107288,-0.0145438751763239,-0.0533067253746971,-0.0213461062732322,-9.40739456626858e-05,-0.00605260980879643,0.0385766196294801,0.00626662684356473,0.00671719491083563,-0.0119985080112294,0.00681751154862182,-0.00735359370866641,-0.0729297408201337,-419.98619590201
-0.0259100935765295,0.170454078660915,-0.0171227750928835,-0.473526034041124,-0.0856421394900998,0.329892138557456,0.107011156328137,-0.122062900941854,-0.2084812977749,-0.0702234851149707,-0.148300189400473,0.263541086431183,-1.36178892387796,0.00661113041057339,0.0252090226915394,-0.226470562525386,-0.144148422940387,0.0215527083582552,0.0718835252835007,0.217310273568434,0.0120427918143284,0.0235310687851434,-0.0427623636208596,0.0439758620112307,0.0236246492444507,-0.40407724133637,-372.695294070356
0.113861427349893,0.312704984752841,0.0655753068552758,-0.761017697579663,-0.109053509310736,0.686268130729751,0.262977408955456,-0.147011264788929,-0.201863686955318,-0.0503205950283629,-0.175025371295635,0.419169913769499,-1.89374673042996,0.0283639308309319,0.0765626975271153,-0.329287722777871,-0.365886217388735,0.0621400186464914,0.290914015173902,0.427904144712188,0.0212071850449168,0.0286019530762973,-0.0401876599471974,0.0858872818552159,0.153400085485414,-0.869171928302477,-345.845387161657
0.568358968191837,0.267433374546174,0.358605202591892,-1.14041376737859,-0.185015102054864,1.03353809741909,0.153596478558588,-0.206381905893022,-0.176979156162755,0.0849131422341299,-0.159307304846679,0.37957954558007,-2.50515458057555,0.0851133892557919,0.0973892470803031,-0.296099412145375,-0.596227780925681,0.0429598011755664,0.467430160591231,0.634560175453859,-0.0174179778728998,0.0755182471496405,0.0582613787015742,0.168493742986941,0.18510878678764,-1.0846794547225,-333.549343324168
1.45070599480065,0.315581295283443,0.381371528413866,-1.43794697714844,-0.352479373671432,1.11851797460505,-0.0281534955424054,-0.349178328706765,-0.197904853041704,0.224520230482607,-0.327106559785049,0.329932548783229,-2.72309436320089,0.262860092507494,0.13147969693692,-0.266107572279383,-0.73835884861059,0.0584374023339843,0.586490272718012,0.61333799313612,-0.0147698252706483,0.0344610203649899,0.0584208353329992,0.175689008304088,0.198984037919201,-1.24130041805474,-329.699181977776
2.33876108471855,0.232864509990151,0.766169663526435,-1.58500505605379,-0.383361617538771,1.08654674391728,-0.242529842487235,-0.472750887938788,-0.489985061348443,0.212324475061254,-0.300167397193105,0.179426089075417,-3.16080848101606,0.641950755200211,0.124285626286749,-0.150456543051726,-0.819471913553974,0.0425028008749254,0.609949808817296,0.569695579744653,-0.067342644406297,0.0138186529797568,0.0286081638672103,0.128023597986197,0.150083562150066,-1.36409486315813,-328.05976747081
4.17582375791459,0.353817608485295,0.971497449514631,-1.79353262309411,-0.733845387166287,0.833759407009355,-0.525602623711605,-0.704387336786509,-0.687050624963203,0.11561068301976,-0.473355211667233,-0.195004981289429,-3.14982307301386,1.68934096131346,0.0754065103536344,0.107430107861761,-0.876586988656335,-0.0855718962139026,0.47254804497627,0.354495030377015,-0.174491311528579,-0.0864147935724483,-0.0932079960172981,-0.0194459693700938,-0.0458757236577568,-1.55776820078601,-325.659851615346
5.87708120961846,0.324320847438202,1.27241666500115,-1.96992576524239,-1.04195236254157,0.677018646401125,-0.984251066552534,-0.857714467868059,-0.979879270457359,0.016392931719495,-0.615803538831738,-0.468920991762315,-3.36693098212042,2.86497583300768,0.0501935470177534,0.379804483731154,-0.971658585864028,-0.262691383787772,0.369442553526151,-0.0159866328034231,-0.217026832895643,-0.256616476156102,-0.228901709796175,-0.172881874703077,-0.245369908605746,-1.8907213358254,-324.415596042232
6.82331765410775,0.300254362416381,1.44126400282472,-2.08843350087966,-1.22234897551464,0.572244654893474,-1.16179554590963,-0.943240460232244,-1.09210943384204,0.0223438090584662,-0.75656400405019,-0.525330000824661,-3.55994362799747,3.41790649652446,0.035137160465476,0.502369721919473,-1.02754506962655,-0.336540151011925,0.329758024485766,-0.129925079028767,-0.256149632433314,-0.312747829835328,-0.286829240054519,-0.24040318739301,-0.327247112783781,-2.06278148948107,-324.24828113769
